ID,Date of Birth,Highest Education,Marital Status,Occupation,Race,Sex,Current City,Current State,Current Zip,How long has it been since you bought new clothing?,Which is you favorite store to shop at?,Favorite Clothing to shop for?,Do you have clothing in your closet that you do not wear?,"If yes, approximately how many items?",How often do you shop?,What do you do with old clothing?,Would you be open to donating old clothing?,"If Yes, which organization would you donate to?",How often do you give charity?
161,3/5/85,Some College,Married,Student,Black,Female,Chicago,IL,30307,Year or more,Thrift Store,Tops,No,8,Monthly,Pass down to family or friend,No ,Local Church/Synagogue,Never
162,11/6/96,Some College,Single,Employeed,White,Male,Atlanta,GA,10461,Week,Department Store,Bottoms,Yes,23,Yearly,Throw out,Yes,Salvation Army,Never
163,3/22/90,Masters,Married,Employeed,White,Male,New York,NY,90723,Week,Discount Stores,Shoes,Yes,7,Daily,Keep in closet,Yes,Local Church/Synagogue,Rarely
164,4/1/87,Masters,Single,Employeed,Asian,Male,Los Angeles,CA,30341,6 Months,Thrift Store,Tops,Yes,13,Monthly,Donate,No ,Salvation Army,Rarely
165,1/1/96,Bachelor,Dating,Employeed,Asian,Male,Atlanta,GA,30341,6 Months,Discount Stores,Tops,No,15,Daily,Throw out,No ,Salvation Army,Sometimes
166,4/3/85,Some College,Married,Employeed,Asian,Male,Atlanta,GA,60629,Week,Discount Stores,Accessories,Yes,13,Daily,Pass down to family or friend,No ,Salvation Army,Rarely
167,9/7/93,Masters,Married,Employeed,Asian,Female,Chicago,IL,33181,Year or more,Department Store,Accessories,No,13,Daily,Keep in closet,No ,Local Church/Synagogue,Never
168,6/22/91,Bachelor,Dating,Student,Black,Male,Miami,FL,11208,Year or more,Thrift Store,Shoes,Yes,17,Weekly,Keep in closet,Yes,Goodwill,Never
169,2/27/94,Bachelor,Married,Employeed,Other,Female,New York,NY,60611,Day,Discount Stores,Shoes,Yes,10,Yearly,Keep in closet,No ,Local Church/Synagogue,Always
170,2/12/94,Bachelor,Dating,Employeed,Hispanic,Female,Chicago,IL,10451,Week,Department Store,Tops,Yes,17,Monthly,Donate,No ,Salvation Army,Never
171,8/20/86,Masters,Single,Student,Asian,Male,New York,NY,33190,6 Months,Department Store,Shoes,Yes,21,Yearly,Donate,No ,Thrift Store,Often
172,1/28/83,HS Grad,Married,Employeed,White,Male,Miami,FL,91735,Year or more,Discount Stores,Tops,Yes,17,Weekly,Donate,Yes,Salvation Army,Rarely
173,7/5/81,HS Grad,Married,Student,Asian,Male,Los Angeles,CA,10012,6 Months,Department Store,Shoes,Yes,12,Weekly,Keep in closet,No ,Homeless Shelter,Sometimes
174,12/5/86,HS Grad,Married,Employeed,Asian,Male,New York,NY,90601,Year or more,Department Store,Tops,Yes,20,Weekly,Sell/ Pawn,No ,Salvation Army,Rarely
175,2/3/91,Masters,Married,Student,Other,Female,Los Angeles,CA,10018,Month,Thrift Store,Bottoms,Yes,25,Monthly,Pass down to family or friend,Yes,American Red Cross,Rarely
176,4/23/96,Masters,Married,Employeed,Other,Male,New York,NY,11102,Year or more,Discount Stores,Accessories,Yes,6,Daily,Pass down to family or friend,No ,Thrift Store,Sometimes
177,8/6/83,Some College,Single,Employeed,Asian,Female,New York,NY,60624,6 Months,Thrift Store,Accessories,Yes,15,Yearly,Pass down to family or friend,No ,Salvation Army,Rarely
178,2/20/84,Bachelor,Dating,Employeed,Black,Female,Chicago,IL,90270,Year or more,Discount Stores,Bottoms,Yes,24,Yearly,Donate,Yes,Homeless Shelter,Often
179,9/2/81,Some College,Married,Employeed,White,Female,Los Angeles,CA,60707,6 Months,Discount Stores,Accessories,No,25,Monthly,Pass down to family or friend,No ,Goodwill,Never
180,4/29/93,Bachelor,Dating,Employeed,Asian,Female,Chicago,IL,90066,Week,Department Store,Tops,No,20,Yearly,Throw out,Yes,Goodwill,Sometimes
181,11/24/88,HS Grad,Single,Employeed,Black,Female,Los Angeles,CA,90274,Day,Department Store,Bottoms,Yes,1,Weekly,Pass down to family or friend,No ,Thrift Store,Never
182,1/4/87,Masters,Single,Student,Asian,Male,Los Angeles,CA,60618,Year or more,Discount Stores,Tops,Yes,1,Monthly,Throw out,Yes,Homeless Shelter,Rarely
183,7/10/84,HS Grad,Dating,Student,Hispanic,Male,Chicago,IL,91326,Day,Thrift Store,Accessories,Yes,1,Yearly,Sell/ Pawn,No ,Homeless Shelter,Sometimes
184,3/2/85,Bachelor,Single,Student,Other,Male,Los Angeles,CA,33139,Day,Discount Stores,Accessories,Yes,19,Yearly,Pass down to family or friend,Yes,Homeless Shelter,Rarely
185,9/18/85,Bachelor,Married,Employeed,Other,Female,Miami,FL,33140,Day,Discount Stores,Bottoms,No,14,Monthly,Pass down to family or friend,No ,Goodwill,Never
186,8/31/86,Some College,Dating,Student,White,Female,Miami,FL,33056,Day,Discount Stores,Accessories,Yes,7,Yearly,Sell/ Pawn,Yes,Homeless Shelter,Rarely
187,8/31/84,HS Grad,Dating,Employeed,Other,Male,Miami,FL,30324,6 Months,Department Store,Shoes,No,6,Monthly,Keep in closet,Yes,American Red Cross,Often
188,11/10/81,Masters,Married,Employeed,Hispanic,Male,Atlanta,GA,90008,Year or more,Thrift Store,Tops,Yes,17,Yearly,Throw out,No ,American Red Cross,Never
189,8/27/95,Bachelor,Dating,Employeed,Black,Female,Los Angeles,CA,11357,6 Months,Thrift Store,Accessories,Yes,23,Weekly,Keep in closet,Yes,American Red Cross,Often
190,9/3/92,Masters,Single,Student,Asian,Female,New York,NY,60620,Month,Thrift Store,Tops,Yes,11,Monthly,Keep in closet,No ,Thrift Store,Often
191,5/12/96,HS Grad,Dating,Employeed,Asian,Male,Chicago,IL,90240,Year or more,Department Store,Bottoms,Yes,2,Monthly,Pass down to family or friend,No ,Local Church/Synagogue,Never
192,7/30/85,Masters,Dating,Student,White,Male,Los Angeles,CA,11221,Year or more,Department Store,Shoes,No,1,Weekly,Keep in closet,No ,Salvation Army,Never
193,6/2/95,HS Grad,Single,Student,Black,Female,New York,NY,30339,6 Months,Department Store,Bottoms,No,10,Weekly,Sell/ Pawn,No ,Goodwill,Often
194,1/31/83,HS Grad,Married,Employeed,White,Male,Atlanta,GA,30326,6 Months,Department Store,Bottoms,Yes,25,Weekly,Pass down to family or friend,Yes,Homeless Shelter,Rarely
195,7/27/94,Bachelor,Married,Employeed,Other,Male,Atlanta,GA,60620,Month,Department Store,Bottoms,Yes,14,Monthly,Throw out,No ,Homeless Shelter,Never
196,6/8/94,HS Grad,Married,Student,Black,Female,Chicago,IL,11208,Week,Discount Stores,Tops,Yes,9,Daily,Keep in closet,No ,Local Church/Synagogue,Rarely
197,7/20/89,Some College,Dating,Student,White,Male,New York,NY,11211,Week,Thrift Store,Bottoms,No,5,Daily,Sell/ Pawn,Yes,American Red Cross,Often
198,10/5/92,Some College,Single,Employeed,Hispanic,Male,New York,NY,91340,6 Months,Thrift Store,Tops,Yes,25,Weekly,Donate,Yes,Salvation Army,Rarely
199,7/25/84,Some College,Married,Employeed,Asian,Male,Los Angeles,CA,30067,Day,Department Store,Bottoms,Yes,1,Yearly,Donate,Yes,Thrift Store,Never
200,6/16/95,Some College,Dating,Student,Black,Female,Atlanta,GA,33126,Day,Discount Stores,Bottoms,Yes,10,Weekly,Donate,Yes,Homeless Shelter,Sometimes
201,1/21/90,Masters,Dating,Student,Black,Male,Miami,FL,90060,Day,Thrift Store,Shoes,No,11,Weekly,Throw out,No ,Salvation Army,Often
202,11/18/91,Some College,Dating,Employeed,Hispanic,Female,Los Angeles,CA,60603,Year or more,Discount Stores,Tops,Yes,2,Yearly,Sell/ Pawn,Yes,Local Church/Synagogue,Sometimes
203,3/21/91,HS Grad,Dating,Employeed,Other,Female,Chicago,IL,90270,Week,Thrift Store,Bottoms,Yes,6,Weekly,Sell/ Pawn,Yes,American Red Cross,Always
204,2/23/92,Bachelor,Dating,Employeed,Other,Female,Los Angeles,CA,11201,Year or more,Discount Stores,Shoes,Yes,10,Daily,Sell/ Pawn,No ,Homeless Shelter,Often
205,9/11/86,HS Grad,Single,Student,White,Female,New York,NY,90230,Day,Discount Stores,Tops,Yes,22,Weekly,Throw out,No ,Salvation Army,Never
206,4/14/84,HS Grad,Single,Student,Black,Female,Los Angeles,CA,60641,Week,Discount Stores,Accessories,Yes,3,Yearly,Pass down to family or friend,Yes,Salvation Army,Always
207,2/26/87,HS Grad,Single,Employeed,Other,Male,Chicago,IL,90301,Year or more,Discount Stores,Tops,Yes,18,Daily,Throw out,Yes,Local Church/Synagogue,Never
208,3/6/96,Bachelor,Single,Employeed,White,Male,Los Angeles,CA,33188,Year or more,Department Store,Bottoms,No,3,Daily,Pass down to family or friend,No ,American Red Cross,Sometimes
209,2/18/96,Bachelor,Single,Employeed,White,Female,Miami,FL,33138,Year or more,Thrift Store,Accessories,No,24,Monthly,Pass down to family or friend,No ,Local Church/Synagogue,Never
210,6/27/96,Some College,Dating,Student,Black,Male,Miami,FL,33133,Year or more,Department Store,Accessories,No,20,Daily,Throw out,No ,Local Church/Synagogue,Rarely
211,10/16/89,Some College,Married,Employeed,Other,Male,Miami,FL,91208,6 Months,Thrift Store,Shoes,No,18,Monthly,Throw out,Yes,Goodwill,Rarely
212,7/16/91,Masters,Single,Student,White,Male,Los Angeles,CA,11206,Day,Thrift Store,Shoes,Yes,7,Yearly,Throw out,No ,Goodwill,Often
213,8/28/89,Masters,Dating,Employeed,Hispanic,Male,New York,NY,60131,Week,Thrift Store,Tops,No,8,Yearly,Sell/ Pawn,Yes,Thrift Store,Never
214,12/2/92,Bachelor,Single,Employeed,Asian,Female,Chicago,IL,11219,Week,Thrift Store,Bottoms,Yes,19,Weekly,Pass down to family or friend,Yes,Goodwill,Always
215,11/20/92,Some College,Single,Employeed,White,Female,New York,NY,33165,Day,Thrift Store,Shoes,Yes,6,Daily,Donate,Yes,Homeless Shelter,Always
216,5/18/93,HS Grad,Married,Student,Hispanic,Male,Miami,FL,60618,Month,Thrift Store,Bottoms,No,13,Daily,Donate,No ,American Red Cross,Rarely
217,9/28/84,Some College,Married,Employeed,Other,Male,Chicago,IL,11214,Week,Thrift Store,Bottoms,Yes,1,Weekly,Keep in closet,No ,Thrift Store,Always
218,8/30/82,Some College,Married,Employeed,Asian,Female,New York,NY,33185,6 Months,Discount Stores,Bottoms,Yes,12,Weekly,Keep in closet,No ,Goodwill,Sometimes
219,11/18/90,Masters,Married,Student,White,Male,Miami,FL,30344,Year or more,Department Store,Bottoms,Yes,2,Monthly,Keep in closet,Yes,Salvation Army,Never
220,10/25/84,Some College,Dating,Student,White,Male,Atlanta,GA,30305,6 Months,Department Store,Accessories,Yes,15,Monthly,Keep in closet,No ,Thrift Store,Sometimes
221,9/24/96,HS Grad,Married,Employeed,Asian,Male,Atlanta,GA,10463,Month,Discount Stores,Bottoms,Yes,23,Yearly,Sell/ Pawn,Yes,Goodwill,Always
222,5/20/90,Some College,Dating,Student,Asian,Male,New York,NY,33101,Week,Discount Stores,Accessories,No,21,Monthly,Sell/ Pawn,Yes,American Red Cross,Sometimes
223,5/23/93,Masters,Married,Employeed,Asian,Female,Miami,FL,30329,6 Months,Department Store,Accessories,Yes,2,Monthly,Sell/ Pawn,Yes,American Red Cross,Always
224,4/8/81,Some College,Married,Student,Asian,Female,Atlanta,GA,10035,Week,Discount Stores,Bottoms,Yes,15,Monthly,Pass down to family or friend,Yes,Salvation Army,Sometimes
225,4/22/93,Some College,Married,Employeed,Other,Male,New York,NY,33162,Day,Discount Stores,Tops,No,19,Monthly,Keep in closet,No ,Thrift Store,Always
226,4/22/90,Some College,Single,Employeed,Hispanic,Female,Miami,FL,30338,Month,Discount Stores,Bottoms,No,14,Monthly,Throw out,Yes,Goodwill,Always
227,6/19/83,Masters,Married,Employeed,Black,Male,Atlanta,GA,10001,Week,Department Store,Tops,No,14,Monthly,Pass down to family or friend,Yes,Goodwill,Sometimes
228,11/27/86,Bachelor,Dating,Student,Hispanic,Male,New York,NY,10069,Year or more,Discount Stores,Accessories,Yes,13,Monthly,Throw out,Yes,American Red Cross,Sometimes
229,10/20/81,HS Grad,Single,Student,Asian,Male,New York,NY,90650,6 Months,Thrift Store,Bottoms,Yes,10,Weekly,Donate,No ,Salvation Army,Often
230,3/8/89,HS Grad,Married,Employeed,Other,Female,Los Angeles,CA,90077,Week,Thrift Store,Tops,Yes,16,Daily,Keep in closet,Yes,Goodwill,Often
231,12/11/85,Masters,Married,Employeed,Other,Female,Los Angeles,CA,60647,Year or more,Discount Stores,Accessories,Yes,8,Weekly,Keep in closet,No ,American Red Cross,Rarely
232,5/30/88,HS Grad,Single,Employeed,Other,Female,Chicago,IL,33177,Day,Thrift Store,Shoes,Yes,16,Monthly,Pass down to family or friend,Yes,Goodwill,Rarely
233,5/3/82,Bachelor,Married,Student,Other,Female,Miami,FL,30318,Day,Discount Stores,Shoes,No,10,Weekly,Sell/ Pawn,Yes,Homeless Shelter,Never
234,5/23/81,HS Grad,Dating,Student,Other,Female,Atlanta,GA,90292,Day,Department Store,Accessories,No,8,Yearly,Sell/ Pawn,Yes,Local Church/Synagogue,Never
235,6/25/94,HS Grad,Married,Employeed,Other,Female,Los Angeles,CA,30346,Month,Department Store,Shoes,Yes,1,Yearly,Sell/ Pawn,Yes,Homeless Shelter,Never
236,10/27/88,HS Grad,Married,Employeed,Hispanic,Male,Atlanta,GA,10310,Month,Thrift Store,Accessories,Yes,16,Yearly,Donate,Yes,Salvation Army,Often
237,1/23/95,HS Grad,Single,Employeed,White,Female,New York,NY,30079,Week,Discount Stores,Shoes,No,22,Weekly,Keep in closet,Yes,American Red Cross,Always
238,11/24/93,Bachelor,Married,Student,Hispanic,Male,Atlanta,GA,11363,Week,Department Store,Shoes,No,19,Yearly,Sell/ Pawn,Yes,Thrift Store,Sometimes
239,3/17/83,HS Grad,Single,Student,Black,Male,New York,NY,33133,Year or more,Department Store,Accessories,Yes,15,Daily,Pass down to family or friend,Yes,Local Church/Synagogue,Sometimes
240,7/11/82,HS Grad,Married,Student,White,Female,Miami,FL,91401,Week,Thrift Store,Shoes,No,17,Weekly,Donate,Yes,Goodwill,Sometimes
241,3/22/84,Bachelor,Dating,Employeed,Asian,Female,Los Angeles,CA,10106,6 Months,Discount Stores,Accessories,No,14,Weekly,Keep in closet,Yes,Local Church/Synagogue,Rarely
242,2/6/83,Masters,Dating,Student,Black,Male,New York,NY,10015,6 Months,Department Store,Tops,Yes,25,Weekly,Throw out,No ,American Red Cross,Always
243,11/23/83,Masters,Dating,Employeed,Hispanic,Male,New York,NY,93543,6 Months,Discount Stores,Accessories,Yes,9,Weekly,Sell/ Pawn,Yes,Goodwill,Rarely
244,4/30/91,Some College,Married,Student,Other,Male,Los Angeles,CA,30326,Year or more,Department Store,Shoes,No,20,Yearly,Pass down to family or friend,Yes,Goodwill,Rarely
245,11/30/90,Some College,Married,Student,Other,Female,Atlanta,GA,10461,6 Months,Department Store,Bottoms,No,16,Daily,Sell/ Pawn,Yes,Salvation Army,Sometimes
246,3/14/92,Some College,Married,Student,Asian,Female,New York,NY,33191,Day,Discount Stores,Bottoms,No,2,Monthly,Pass down to family or friend,Yes,Local Church/Synagogue,Sometimes
247,11/4/96,Some College,Married,Employeed,Other,Male,Miami,FL,10128,6 Months,Discount Stores,Bottoms,Yes,5,Weekly,Sell/ Pawn,Yes,American Red Cross,Always
248,9/2/83,Masters,Married,Student,Other,Female,New York,NY,10048,6 Months,Thrift Store,Shoes,No,4,Daily,Pass down to family or friend,No ,Salvation Army,Often
249,8/30/93,Some College,Single,Employeed,White,Male,New York,NY,10271,6 Months,Thrift Store,Bottoms,Yes,7,Yearly,Keep in closet,No ,Local Church/Synagogue,Sometimes
250,9/23/90,Some College,Single,Employeed,Asian,Male,New York,NY,60637,6 Months,Thrift Store,Accessories,No,8,Monthly,Donate,Yes,Goodwill,Always
251,7/30/95,Bachelor,Single,Student,Hispanic,Male,Chicago,IL,60617,Week,Discount Stores,Bottoms,Yes,9,Daily,Throw out,Yes,Homeless Shelter,Always
252,1/3/85,Bachelor,Married,Student,Asian,Male,Chicago,IL,60638,Year or more,Discount Stores,Tops,Yes,9,Daily,Keep in closet,Yes,Goodwill,Always
253,11/5/81,Some College,Dating,Employeed,Black,Female,Chicago,IL,60609,Year or more,Thrift Store,Tops,Yes,25,Weekly,Keep in closet,No ,Local Church/Synagogue,Often
254,8/4/90,Masters,Single,Student,Other,Male,Chicago,IL,91402,6 Months,Department Store,Shoes,No,4,Weekly,Throw out,No ,Goodwill,Always
255,5/26/83,Bachelor,Married,Student,Black,Male,Los Angeles,CA,60644,Day,Discount Stores,Accessories,Yes,20,Daily,Donate,No ,American Red Cross,Often
256,4/2/84,HS Grad,Dating,Employeed,Other,Female,Chicago,IL,90189,Month,Discount Stores,Shoes,No,15,Monthly,Pass down to family or friend,Yes,Goodwill,Often
257,3/10/88,Some College,Married,Employeed,Black,Female,Los Angeles,CA,30308,6 Months,Department Store,Shoes,Yes,1,Monthly,Pass down to family or friend,No ,Homeless Shelter,Often
258,10/14/83,Bachelor,Dating,Employeed,Other,Female,Atlanta,GA,10303,Day,Thrift Store,Shoes,No,25,Yearly,Throw out,No ,Local Church/Synagogue,Often
259,8/3/87,Masters,Married,Employeed,Black,Female,New York,NY,11242,Week,Department Store,Tops,Yes,14,Weekly,Keep in closet,Yes,Local Church/Synagogue,Rarely
260,11/2/90,Masters,Single,Student,Hispanic,Male,New York,NY,11358,Year or more,Thrift Store,Shoes,Yes,20,Yearly,Keep in closet,Yes,Salvation Army,Sometimes
261,1/2/88,HS Grad,Dating,Student,White,Female,New York,NY,11422,Year or more,Thrift Store,Accessories,Yes,24,Daily,Throw out,Yes,Goodwill,Sometimes
262,7/19/91,HS Grad,Single,Employeed,Black,Male,New York,NY,91016,Year or more,Discount Stores,Tops,No,2,Weekly,Pass down to family or friend,No ,Salvation Army,Never
263,10/29/92,HS Grad,Married,Student,Other,Female,Los Angeles,CA,30032,6 Months,Thrift Store,Accessories,No,12,Monthly,Throw out,No ,Homeless Shelter,Rarely
264,3/14/89,Bachelor,Dating,Student,Hispanic,Female,Atlanta,GA,10040,Year or more,Department Store,Accessories,No,19,Yearly,Donate,Yes,Local Church/Synagogue,Often
265,11/13/86,Some College,Single,Employeed,Hispanic,Male,New York,NY,33056,Year or more,Discount Stores,Shoes,No,5,Monthly,Donate,No ,American Red Cross,Always
266,2/8/86,Bachelor,Single,Student,Hispanic,Male,Miami,FL,30311,Day,Discount Stores,Bottoms,No,15,Monthly,Throw out,No ,Salvation Army,Sometimes
267,6/10/96,Bachelor,Married,Student,Black,Male,Atlanta,GA,11103,Month,Department Store,Shoes,No,24,Daily,Throw out,No ,American Red Cross,Never
268,9/24/92,Masters,Single,Student,Asian,Female,New York,NY,33039,Week,Thrift Store,Shoes,Yes,14,Daily,Donate,No ,Goodwill,Sometimes
269,3/26/96,Bachelor,Single,Employeed,Black,Female,Miami,FL,91770,Year or more,Thrift Store,Bottoms,No,8,Weekly,Pass down to family or friend,Yes,Thrift Store,Rarely
270,3/3/90,Bachelor,Dating,Employeed,Black,Male,Los Angeles,CA,30360,Year or more,Thrift Store,Bottoms,No,17,Daily,Throw out,No ,American Red Cross,Sometimes
271,4/12/84,Masters,Dating,Student,Hispanic,Female,Atlanta,GA,11239,Year or more,Department Store,Bottoms,Yes,16,Yearly,Donate,Yes,Goodwill,Often
272,6/29/82,Some College,Single,Student,Other,Male,New York,NY,60176,6 Months,Discount Stores,Shoes,No,24,Yearly,Sell/ Pawn,No ,Homeless Shelter,Always
273,4/21/89,Some College,Married,Student,White,Female,Chicago,IL,90036,Month,Thrift Store,Bottoms,No,11,Weekly,Throw out,Yes,Goodwill,Always
274,5/12/93,Bachelor,Single,Employeed,White,Female,Los Angeles,CA,30318,6 Months,Thrift Store,Shoes,No,4,Yearly,Keep in closet,No ,Goodwill,Always
275,8/1/95,Masters,Married,Employeed,White,Male,Atlanta,GA,60603,Day,Discount Stores,Tops,No,3,Yearly,Sell/ Pawn,Yes,Thrift Store,Rarely
276,6/1/82,Some College,Single,Employeed,Other,Female,Chicago,IL,33187,Year or more,Department Store,Bottoms,No,13,Daily,Keep in closet,Yes,Thrift Store,Always
277,1/5/93,Some College,Married,Student,Asian,Male,Miami,FL,60601,Year or more,Discount Stores,Shoes,Yes,5,Weekly,Donate,Yes,American Red Cross,Never
278,12/25/85,HS Grad,Married,Student,Other,Female,Chicago,IL,60615,Year or more,Discount Stores,Bottoms,No,8,Weekly,Donate,Yes,American Red Cross,Always
279,4/4/93,Bachelor,Single,Student,Black,Male,Chicago,IL,30002,Day,Thrift Store,Tops,Yes,24,Weekly,Throw out,Yes,Salvation Army,Sometimes
280,7/23/81,Some College,Dating,Student,Other,Female,Atlanta,GA,33176,Month,Department Store,Tops,No,13,Yearly,Keep in closet,Yes,Salvation Army,Never
281,10/12/88,Some College,Single,Employeed,Black,Female,Miami,FL,10016,Month,Discount Stores,Shoes,Yes,6,Daily,Throw out,Yes,Local Church/Synagogue,Never
282,10/29/91,HS Grad,Single,Student,White,Male,New York,NY,60661,6 Months,Thrift Store,Bottoms,Yes,4,Monthly,Keep in closet,No ,Homeless Shelter,Always
283,1/7/96,Some College,Single,Employeed,Black,Female,Chicago,IL,11109,Week,Department Store,Bottoms,Yes,24,Daily,Pass down to family or friend,Yes,Goodwill,Sometimes
284,10/22/92,Masters,Married,Employeed,Black,Female,New York,NY,33173,Week,Department Store,Tops,Yes,17,Daily,Throw out,No ,Local Church/Synagogue,Never
285,10/24/82,HS Grad,Dating,Student,Black,Male,Miami,FL,91207,6 Months,Department Store,Bottoms,Yes,2,Weekly,Pass down to family or friend,No ,Homeless Shelter,Never
286,2/6/85,Some College,Married,Employeed,Asian,Male,Los Angeles,CA,11103,Year or more,Department Store,Accessories,No,7,Weekly,Keep in closet,No ,American Red Cross,Always
287,2/27/85,Some College,Single,Employeed,Hispanic,Female,New York,NY,30324,6 Months,Department Store,Shoes,Yes,8,Yearly,Throw out,No ,Local Church/Synagogue,Never
288,2/4/94,Some College,Married,Employeed,Black,Female,Atlanta,GA,10470,Week,Discount Stores,Tops,Yes,20,Daily,Pass down to family or friend,No ,Local Church/Synagogue,Sometimes
289,4/30/83,Masters,Married,Employeed,Black,Male,New York,NY,91356,Year or more,Discount Stores,Tops,Yes,6,Weekly,Keep in closet,Yes,Goodwill,Never
